# Normative statements with no citing test: the accepted backlog.
# Regenerate: UPDATE_SPEC_COVERAGE_BASELINE=1 cargo test -p vouch-tests --test spec_coverage
# This list may only shrink -- see crates/vouch-tests/tests/spec_coverage.rs.
req_id	strength	text
rfc5652#5.4#8cbc5d8f	MUST	That is, the DER encoding of the EXPLICIT SET OF tag, rather than of the IMPLICIT [0] tag, MUST be included in the message digest calculation along with the len
rfc5652#5.4#a0cdbd49	MUST NOT	The content-type attribute MUST NOT be included in a countersignature unsigned attribute as defined in Section 11.4. A separate encoding of the signedAttrs fiel
rfc5652#5.5#1bce46a2	MUST	The signature value generated by the signer MUST be encoded as an OCTET STRING and carried in the signature field.
rfc5652#5.6#3980ac48	MUST	For the signature to be valid, the message digest value calculated by the recipient MUST be the same as the value of the messageDigest attribute included in the
rfc5652#5.6#3af3dc80	MUST NOT	The recipient MUST NOT rely on any message digest values computed by the originator.
rfc5652#5.6#5575ca26	MUST	If the SignedData signerInfo includes signedAttributes, then the content-type attribute value MUST match the SignedData encapContentInfo eContentType value.
rfc5652#5.6#f8fc3b13	MUST	If the SignedData signerInfo includes signedAttributes, then the content message digest MUST be calculated as described in Section 5.4.
rfc5652#6.1#54e6b44b	MUST	The version MUST be assigned as follows:
rfc5652#6.1#f495777c	MUST	There MUST be at least one element in the collection.
rfc5652#6.2#2a307c81	MUST	Since all implementations will not support every possible key management algorithm, all implementations MUST gracefully handle unimplemented algorithms when the
rfc5652#6.2#c150fe9e	MUST	Implementations MUST support key transport, key agreement, and previously distributed symmetric key-encryption keys, as represented by ktri, kari, and kekri, re
rfc5652#6.2#fabd15ab	MUST	Since each recipient can employ a different key management technique and future specifications could define additional key management techniques, all implementa
rfc5652#6.2.1#616d137c	MUST	For sender processing, implementations MUST support at least one of these alternatives.
rfc5652#6.2.1#62a32239	MUST	Therefore, a recipient X.509 version 3 certificate that contains a key usage extension MUST assert the keyEncipherment bit.
rfc5652#6.2.1#731f799c	MUST	If the RecipientIdentifier is subjectKeyIdentifier, then the version MUST be 2.
rfc5652#6.2.1#c6bd71c7	MUST	If the RecipientIdentifier is the CHOICE issuerAndSerialNumber, then the version MUST be 0.
rfc5652#6.2.1#f1b1fe7a	MUST	For recipient processing, implementations MUST support both of these alternatives for specifying the recipient's certificate.
rfc5652#6.2.2#4c9c0c0c	MUST	Implementations that do not support key agreement algorithms that make use of UKMs MUST gracefully handle the presence of UKMs.
rfc5652#6.2.2#53a3bfc1	MUST	Implementations MUST support both alternatives for specifying the recipient's certificate.
rfc5652#6.2.2#5dbb53ac	MUST	Implementations MUST accept a KeyAgreeRecipientInfo SEQUENCE that includes a ukm field.
rfc5652#6.2.2#b82d4e09	MUST	Implementations MUST support all three alternatives for specifying the sender's public key.
rfc5652#6.2.2#cd92331e	MUST	Therefore, a recipient X.509 version 3 certificate that contains a key usage extension MUST assert the keyAgreement bit.
rfc5652#7#f8aadcbb	MUST	If the encapsulated content type is id-data, then the value of version MUST be 0; however, if the encapsulated content type is other than id-data, then the valu
rfc5652#8#3124f46b	MUST	If unprotectedAttrs is present, then the version MUST be 2.
rfc5652#8#79a9fc5f	MUST	Keys MUST be managed by other means.
rfc5652#8#df9f7abd	MUST	If unprotectedAttrs is absent, then version MUST be 0.
rfc5652#9.1#0b723ac7	MUST	If the digestAlgorithm field is present, then the authAttrs field MUST also be present.
rfc5652#9.1#54e6b44b	MUST	The version MUST be assigned as follows:
rfc5652#9.1#7904fa03	MUST	If the authAttrs field is present, it MUST contain, at a minimum, the following two attributes:
rfc5652#9.1#a1ffa0dc	MUST	If the authAttrs field is present, then the digestAlgorithm field MUST also be present.
rfc5652#9.1#d2b87fb8	MUST	The authAttrs structure is optional, but it MUST be present if the content type of the EncapsulatedContentInfo value being authenticated is not id-data.
rfc5652#9.1#ef42c889	MUST	The AuthAttributes structure MUST be DER encoded, even if the rest of the structure is BER encoded.
rfc5652#9.1#f495777c	MUST	There MUST be at least one element in the collection.
rfc5652#9.2#a866b291	MUST	If the authAttrs field is present, the content-type attribute (as described in Section 11.1) and the message-digest attribute (as described in Section 11.2) MUS
rfc5652#9.3#4d14b9be	MUST	If the AuthenticatedData includes authAttrs, then the content-type attribute value MUST match the AuthenticatedData encapContentInfo eContentType value.
rfc5652#9.3#8a98b7f0	MUST	For authentication to succeed, the MAC value calculated by the recipient MUST be the same as the value of the mac field.
rfc5652#9.3#ea023482	MUST NOT	The recipient MUST NOT rely on any MAC values or message digest values computed by the originator.
rfc5652#9.3#ef97b082	MUST	Similarly, for authentication to succeed when the authAttrs field is present, the content message digest value calculated by the recipient MUST be the same as t
rfc5915#3#29f2dc3e	MUST	Computationally, an EC private key is an unsigned integer, but for representation, EC private key information SHALL have ASN.1 type ECPrivateKey:
rfc5915#3#85040836	MUST	This section gives the syntax for an EC private key. Computationally, an EC private key is an unsigned integer, but for representation, EC private key informati
rfc5915#3#ae711adc	MUST	For this version of the document, it SHALL be set to ecPrivkeyVer1, which is of type INTEGER and whose value is one (1).
rfc5915#3#cf430480	MUST	Though the ASN.1 indicates that the parameters field is OPTIONAL, implementations that conform to this document MUST always include the parameters field.
rfc5915#3#e939c51b	SHOULD	Though the ASN.1 indicates publicKey is OPTIONAL, implementations that conform to this document SHOULD always include the publicKey field.
rfc5915#4#d8091858	SHOULD	When generating a transfer encoding, generators SHOULD use Distinguished Encoding Rules (DER) [X.690] and receivers SHOULD be prepared to handle Basic Encoding 
rfc6265#0#83d6d410	MUST	User agents MUST implement the more liberal processing rules defined in Section 5, in order to maximize interoperability with existing servers that do not confo
rfc6265#0#e76f31a3	SHOULD	To maximize interoperability with user agents, servers SHOULD limit themselves to the well-behaved profile defined in Section 4 when generating cookies.
rfc6265#2.1#9050c520	MUST	Requirements phrased in the imperative as part of algorithms (such as "strip any leading space characters" or "return false and abort these steps") are to be in
rfc6265#2.2#31735902	SHOULD	OWS SHOULD either not be produced or be produced as a single SP character.
rfc6265#3#4d0644ca	SHOULD NOT	Origin servers SHOULD NOT fold multiple Set-Cookie header fields into a single header field.
rfc6265#3#8b6f3e8d	MUST	User agents MAY ignore Set-Cookie headers contained in responses with 100-level status codes but MUST process Set-Cookie headers contained in other responses (i
rfc6265#4.1.1#80100bda	SHOULD	To avoid compatibility issues, servers SHOULD use the rfc1123-date format, which requires a four-digit year.
rfc6265#4.1.1#a9f9bbd8	SHOULD NOT	To maximize compatibility with user agents, servers SHOULD NOT produce two attributes with the same name in the same set-cookie-string.
rfc6265#4.1.1#abe73285	SHOULD NOT	Servers SHOULD NOT send Set-Cookie headers that fail to conform to the following grammar:
rfc6265#4.1.1#b374d22f	SHOULD NOT	Servers SHOULD NOT include more than one Set-Cookie header field in the same response with the same cookie-name.
rfc6265#4.1.1#bb52138c	SHOULD	To maximize compatibility with user agents, servers that wish to store arbitrary data in a cookie-value SHOULD encode that data, for example, using Base64 [RFC4
rfc6265#4.2.2#7d3a288f	SHOULD NOT	Although cookies are serialized linearly in the Cookie header, servers SHOULD NOT rely upon the serialization order.
rfc6265#4.2.2#7e8253bf	SHOULD NOT	In particular, if the Cookie header contains two cookies with the same name (e.g., that were set with different Path or Domain attributes), servers SHOULD NOT r
rfc6265#5.1.1#19fd52ac	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse a cookie-date.
rfc6265#5.1.4#10e40ccd	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the default-path of a cookie: 2. If the uri-path is empty or if the first 
rfc6265#5.1.4#1aee8df5	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the default-path of a cookie: o The cookie-path and the request-path are i
rfc6265#5.1.4#47ff62a2	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the default-path of a cookie: 1. Let uri-path be the path portion of the r
rfc6265#5.1.4#52b7078f	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the default-path of a cookie:
rfc6265#5.1.4#723ac054	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the default-path of a cookie: 3. If the uri-path contains no more than one
rfc6265#5.1.4#83dd4eae	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the default-path of a cookie: o The cookie-path is a prefix of the request
rfc6265#5.1.4#e80f5f52	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the default-path of a cookie: o The cookie-path is a prefix of the request
rfc6265#5.1.4#ffc49b2b	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the default-path of a cookie: 4. Output the characters of the uri-path fro
rfc6265#5.2#2520a171	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse the unparsed-attributes:
rfc6265#5.2#2dbc4b29	MUST	A user agent MUST use an algorithm equivalent to the following algorithm to parse a "set-cookie-string": 5. If the name string is empty, ignore the set-cookie-s
rfc6265#5.2#2e9e3344	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse the unparsed-attributes: 1. If the unparsed-attributes string is empty, skip
rfc6265#5.2#37288c75	MUST	A user agent MUST use an algorithm equivalent to the following algorithm to parse a "set-cookie-string": 1. If the set-cookie-string contains a %x3B (";") chara
rfc6265#5.2#55237ca8	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse the unparsed-attributes: 5. Remove any leading or trailing WSP characters fr
rfc6265#5.2#6f5270f5	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse the unparsed-attributes: 3. If the remaining unparsed-attributes contains a 
rfc6265#5.2#75f7a46f	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse the unparsed-attributes: 6. Process the attribute-name and attribute-value a
rfc6265#5.2#9e69c839	MUST	A user agent MUST use an algorithm equivalent to the following algorithm to parse a "set-cookie-string": 6. The cookie-name is the name string, and the cookie-v
rfc6265#5.2#a66be4b1	MUST	If the user agent does not ignore the Set-Cookie header field in its entirety, the user agent MUST parse the field-value of the Set-Cookie header field as a set
rfc6265#5.2#c33c4185	MUST	A user agent MUST use an algorithm equivalent to the following algorithm to parse a "set-cookie-string": 2. If the name-value-pair string lacks a %x3D ("=") cha
rfc6265#5.2#c6922135	MUST	A user agent MUST use an algorithm equivalent to the following algorithm to parse a "set-cookie-string": 4. Remove any leading or trailing WSP characters from t
rfc6265#5.2#ce3308bf	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse the unparsed-attributes: 4. If the cookie-av string contains a %x3D ("=") ch
rfc6265#5.2#de74517d	MUST	A user agent MUST use an algorithm equivalent to the following algorithm to parse a "set-cookie-string": 3. The (possibly empty) name string consists of the cha
rfc6265#5.2#dedddb47	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse the unparsed-attributes: 7. Return to Step 1 of this algorithm.
rfc6265#5.2#e0059eac	MUST	A user agent MUST use an algorithm equivalent to the following algorithm to parse a "set-cookie-string":
rfc6265#5.2#f472d55a	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to parse the unparsed-attributes: 2. Discard the first character of the unparsed-attr
rfc6265#5.2.1#b7f4cb90	MUST	If the attribute-name case-insensitively matches the string "Expires", the user agent MUST process the cookie-av as follows.
rfc6265#5.2.2#1eb25823	MUST	If the attribute-name case-insensitively matches the string "Max- Age", the user agent MUST process the cookie-av as follows.
rfc6265#5.2.3#1b79270c	MUST	If the attribute-name case-insensitively matches the string "Domain", the user agent MUST process the cookie-av as follows.
rfc6265#5.2.3#1fcfae0b	SHOULD	However, the user agent SHOULD ignore the cookie-av entirely.
rfc6265#5.2.4#e31f30bb	MUST	If the attribute-name case-insensitively matches the string "Path", the user agent MUST process the cookie-av as follows.
rfc6265#5.2.5#26b5d000	MUST	If the attribute-name case-insensitively matches the string "Secure", the user agent MUST append an attribute to the cookie-attribute-list with an attribute-nam
rfc6265#5.2.6#dc232546	MUST	If the attribute-name case-insensitively matches the string "HttpOnly", the user agent MUST append an attribute to the cookie- attribute-list with an attribute-
rfc6265#5.3#010be332	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#18dd97de	MUST	When "the current session is over" (as defined by the user agent), the user agent MUST remove from the cookie store all cookies with the persistent-flag set to 
rfc6265#5.3#2f36b086	SHOULD	If feasible, user agents SHOULD use an up-to-date public suffix list, such as the one maintained by the Mozilla project at <http://publicsuffix.org/>.
rfc6265#5.3#308780d6	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#4138ed29	MUST	If two cookies have the same removal priority, the user agent MUST evict the cookie with the earliest last-access date first.
rfc6265#5.3#4ddaf2d9	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#50b19e28	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#599c6f84	MUST	When the user agent removes excess cookies from the cookie store, the user agent MUST evict cookies in the following priority order: 2. Cookies that share a dom
rfc6265#5.3#63c8c889	MUST	When the user agent removes excess cookies from the cookie store, the user agent MUST evict cookies in the following priority order:
rfc6265#5.3#7c89a547	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#885ee9d9	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#94d453d3	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#a4375b2b	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#d5271c20	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#d9b4ceff	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#d9d7e8bb	MUST	The user agent MUST evict all expired cookies from the cookie store if, at any time, an expired cookie exists in the cookie store.
rfc6265#5.3#e5d2db2f	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#e6a400b0	MUST	When the user agent removes excess cookies from the cookie store, the user agent MUST evict cookies in the following priority order: 1. Expired cookies.
rfc6265#5.3#ea867667	MUST	When the user agent "receives a cookie" from a request-uri with name cookie-name, value cookie-value, and attributes cookie-attribute- list, the user agent MUST
rfc6265#5.3#ecee26c5	MUST	When the user agent removes excess cookies from the cookie store, the user agent MUST evict cookies in the following priority order: 3. All cookies.
rfc6265#5.4#1b3b8388	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri:
rfc6265#5.4#294c8cfa	MUST	If the user agent does attach a Cookie header field to an HTTP request, the user agent MUST send the cookie-string (defined below) as the value of the header fi
rfc6265#5.4#667ac3f5	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: * The request-u
rfc6265#5.4#6fa8669a	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: 3. Update the l
rfc6265#5.4#774491ed	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: * If the cookie
rfc6265#5.4#878f2702	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: 1. Let cookie-l
rfc6265#5.4#916c6cfc	SHOULD	The user agent SHOULD sort the cookie-list in the following order:
rfc6265#5.4#a2da1c99	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: * Cookies with 
rfc6265#5.4#b3b6b766	MUST NOT	When the user agent generates an HTTP request, the user agent MUST NOT attach more than one Cookie header field.
rfc6265#5.4#b4e009c0	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: 4. Serialize th
rfc6265#5.4#b55d5d00	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: * Either:
rfc6265#5.4#eabb4cb1	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: * Among cookies
rfc6265#5.4#eca68cfb	MUST	The user agent MUST use an algorithm equivalent to the following algorithm to compute the "cookie-string" from a cookie store and a request-uri: * If the cookie
rfc6265#6.1#32078a41	SHOULD	Practical user agent implementations have limits on the number and size of cookies that they can store. General-use user agents SHOULD provide each of the follo
rfc6265#6.1#8a0c5ddc	SHOULD	General-use user agents SHOULD provide each of the following minimum capabilities:
rfc6265#6.1#9f15a12c	SHOULD	Servers SHOULD use as few and as small cookies as possible to avoid reaching these implementation limits and to minimize network bandwidth due to the Cookie hea
rfc6265#6.1#ce513abe	SHOULD	Practical user agent implementations have limits on the number and size of cookies that they can store. General-use user agents SHOULD provide each of the follo
rfc6265#6.1#da844838	SHOULD	Servers SHOULD gracefully degrade if the user agent fails to return one or more cookies in the Cookie header because the user agent might evict any cookie at an
rfc6265#6.1#eead162b	SHOULD	Practical user agent implementations have limits on the number and size of cookies that they can store. General-use user agents SHOULD provide each of the follo
rfc6265#6.3#a941abec	MUST	If a user agent does not implement IDNA2008, the user agent MUST implement IDNA2003 [RFC3490].
rfc6265#6.3#dda1d300	SHOULD	User agents SHOULD implement IDNA2008 [RFC5890] and MAY implement [UTS46] or [RFC5895].
rfc6265#7.2#9870a53a	SHOULD	User agents SHOULD provide users with a mechanism for managing the cookies stored in the cookie store.
rfc6265#7.2#ab05a32b	MUST	When configured thusly, user agents MUST treat all received cookies as if the persistent-flag were set to false.
rfc6265#7.2#b728ac03	MUST NOT	When cookies are disabled, the user agent MUST NOT include a Cookie header in outbound HTTP requests and the user agent MUST NOT process Set-Cookie headers in i
rfc6265#7.2#e802d25d	SHOULD	User agents SHOULD provide users with a mechanism for disabling cookies.
rfc6265#7.3#3b5d33b0	SHOULD	Rather than choosing gratuitously long expiration periods, servers SHOULD promote user privacy by selecting reasonable cookie expiration periods based on the pu
rfc6265#8.3#2c850d49	SHOULD	Servers SHOULD encrypt and sign the contents of cookies (using whatever format the server desires) when transmitting them to the user agent (even when sending t
rfc6265#8.3#d771637f	SHOULD	In addition to encrypting and signing the contents of every cookie, servers that require a higher level of security SHOULD use the Cookie and Set-Cookie headers
rfc6265#8.3#e1cea90c	SHOULD	When using cookies over a secure channel, servers SHOULD set the Secure attribute (see Section 4.1.2.5) for every cookie.
rfc6265#8.4#5f95c037	SHOULD	For example, the server SHOULD take care to avoid "session fixation" vulnerabilities.
rfc6265#8.5#fed2235b	SHOULD NOT	For this reason, servers SHOULD NOT both run mutually distrusting services on different ports of the same host and use cookies to store security- sensitive info
rfc6265#8.6#81d260e2	SHOULD NOT	Servers SHOULD NOT rely upon user agents retaining cookies.
rfc6265#8.6#b4695ac0	SHOULD NOT	Consequently, servers SHOULD NOT both run mutually distrusting services on different paths of the same host and use cookies to store security-sensitive informat
rfc6454#2.1#9050c520	MUST	Requirements phrased in the imperative as part of algorithms (such as "strip any leading space characters" or "return false and abort these steps") are to be in
rfc6454#2.2#91ad3186	SHOULD	OWS SHOULD either not be produced or be produced as a single SP.
rfc6454#2.2#ddcab35a	SHOULD	Multiple OWS octets that occur within field-content SHOULD either be replaced with a single SP or transformed to all SP octets (each octet other than SP replace
rfc6454#7.3#116240aa	MUST NOT	In particular, if the user agent would generate two consecutive serialized-origins, the user agent MUST NOT generate the second one.
rfc6454#7.3#307a88b0	MUST NOT	The user agent MUST NOT include more than one Origin header field in any HTTP request.
rfc6454#7.3#547bfbdb	MUST	Whenever a user agent issues an HTTP request from a "privacy- sensitive" context, the user agent MUST send the value "null" in the Origin header field.
rfc6454#7.3#9bbcf748	MUST	o Each of the serialized-origin productions in the grammar MUST be the ascii-serialization of an origin.
rfc6454#7.3#eaf5fa9a	MUST	When generating an Origin header field, the user agent MUST meet the following requirements:
rfc6454#8.2#06d35cb2	SHOULD NOT	One alternative is to use only the "registry-controlled" domain rather than the fully qualified domain name as the unit of isolation (e.g., "example.com" instea
rfc6454#8.2#eed6ad4c	SHOULD NOT	This practice is problematic for a number of reasons and is NOT RECOMMENDED:
rfc6454#8.2#f06383b1	SHOULD NOT	One alternative is to use only the "registry-controlled" domain rather than the fully qualified domain name as the unit of isolation (e.g., "example.com" instea
rfc6749#10.1#40449585	MUST	Web application clients MUST ensure confidentiality of client passwords and other client credentials.
rfc6749#10.1#a63cb469	MUST NOT	The authorization server MUST NOT issue client passwords or other client credentials to native application or user-agent-based application clients for the purpo
rfc6749#10.1#d5d7c091	SHOULD	When client authentication is not possible, the authorization server SHOULD employ other means to validate the client's identity -- for example, by requiring th
rfc6749#10.10#3c3fa3cd	MUST	The authorization server MUST utilize other means to protect credentials intended for end-user usage.
rfc6749#10.10#4c15e600	MUST	The authorization server MUST prevent attackers from guessing access tokens, authorization codes, refresh tokens, resource owner passwords, and client credentia
rfc6749#10.10#844041e4	MUST	The probability of an attacker guessing generated tokens (and other credentials not intended for handling by end-users) MUST be less than or equal to 2^(-128) a
rfc6749#10.11#cfbd1819	MUST	To reduce the risk of phishing attacks, the authorization servers MUST require the use of TLS on every endpoint used for end-user interaction.
rfc6749#10.12#31a0e260	SHOULD	The client SHOULD utilize the "state" request parameter to deliver this value to the authorization server when making an authorization request.
rfc6749#10.12#47dba5aa	MUST	The client MUST implement CSRF protection for its redirection URI.
rfc6749#10.12#62b9d55f	MUST	The binding value used for CSRF protection MUST contain a non-guessable value (as described in Section 10.10), and the user-agent's authenticated state (e.g., s
rfc6749#10.12#e3f6620f	MUST	The authorization server MUST implement CSRF protection for its authorization endpoint and ensure that a malicious client cannot obtain authorization without th
rfc6749#10.13#988db0d8	SHOULD	To prevent this form of attack, native applications SHOULD use external browsers instead of embedding browsers within the application when requesting end-user a
rfc6749#10.14#12d3ca77	MUST	The authorization server and client MUST sanitize (and validate when possible) any value received -- in particular, the value of the "state" and "redirect_uri" 
rfc6749#10.15#d319304d	MUST NOT	Any specification that uses the authorization process as a form of delegated end-user authentication to the client (e.g., third-party sign-in service) MUST NOT 
rfc6749#10.2#05869e62	MUST	The authorization server MUST authenticate the client whenever possible.
rfc6749#10.2#51097961	MUST	If the authorization server cannot authenticate the client due to the client's nature, the authorization server MUST require the registration of any redirection
rfc6749#10.2#5c1870b4	SHOULD	The authorization server SHOULD enforce explicit resource owner authentication and provide the resource owner with information about the client and the requeste
rfc6749#10.2#95b31ad5	SHOULD NOT	The authorization server SHOULD NOT process repeated authorization requests automatically (without active resource owner interaction) without authenticating the
rfc6749#10.3#172aa581	MUST	The authorization server MUST ensure that access tokens cannot be generated, modified, or guessed to produce valid access tokens by unauthorized parties.
rfc6749#10.3#5ccb1182	SHOULD	The authorization server SHOULD take the client identity into account when choosing how to honor the requested scope and MAY issue an access token with less rig
rfc6749#10.3#6196e415	MUST	Access token credentials MUST only be transmitted using TLS as described in Section 1.6 with server authentication as defined by [RFC2818].
rfc6749#10.3#95ad87e1	MUST	Access token credentials (as well as any confidential access token attributes) MUST be kept confidential in transit and storage, and only shared among the autho
rfc6749#10.3#a6c76a68	SHOULD	The client SHOULD request access tokens with the minimal scope necessary.
rfc6749#10.4#30a965c8	MUST	The authorization server MUST maintain the binding between a refresh token and the client to whom it was issued.
rfc6749#10.4#31c3067c	MUST	Refresh tokens MUST only be transmitted using TLS as described in Section 1.6 with server authentication as defined by [RFC2818].
rfc6749#10.4#6df473c1	MUST	Refresh tokens MUST be kept confidential in transit and storage, and shared only among the authorization server and the client to whom the refresh tokens were i
rfc6749#10.4#b3d360cd	SHOULD	When client authentication is not possible, the authorization server SHOULD deploy other means to detect refresh token abuse.
rfc6749#10.4#cc496136	MUST	The authorization server MUST verify the binding between the refresh token and client identity whenever the client identity can be authenticated.
rfc6749#10.4#e2268cc5	MUST	The authorization server MUST ensure that refresh tokens cannot be generated, modified, or guessed to produce valid refresh tokens by unauthorized parties.
rfc6749#10.7#92e3c701	SHOULD	The authorization server and client SHOULD minimize use of this grant type and utilize other grant types whenever possible.
rfc6749#10.8#1a75796c	MUST NOT	Access tokens, refresh tokens, resource owner passwords, and client credentials MUST NOT be transmitted in the clear.
rfc6749#10.8#5de9c42c	SHOULD NOT	The "state" and "scope" parameters SHOULD NOT include sensitive client or resource owner information in plain text, as they can be transmitted over insecure cha
rfc6749#10.8#f20dd90a	SHOULD NOT	Authorization codes SHOULD NOT be transmitted in the clear.
rfc6749#10.9#6433ab1f	MUST	In order to prevent man-in-the-middle attacks, the authorization server MUST require the use of TLS with server authentication as defined by [RFC2818] for any r
rfc6749#10.9#d1846b5e	MUST	The client MUST validate the authorization server's TLS certificate as defined by [RFC6125] and in accordance with its requirements for server identity authenti
rfc6749#11.1.1#f23e105e	MUST	New parameters MUST be separately registered in the OAuth Parameters registry as described by Section 11.2.
rfc6749#11.4.1#8637ceb8	MUST NOT	Values for the error name MUST NOT include characters outside the set %x20-21 / %x23-5B / %x5D-7E.
rfc6749#12.2#5ede9bf3	MUST	To address this shortcoming when generating payloads using this media type, names and values MUST be encoded using the UTF-8 character encoding scheme [RFC3629]
rfc6749#2.1#032a38cf	SHOULD NOT	The authorization server SHOULD NOT make assumptions about the client type.
rfc6749#2.1#8262ae8b	SHOULD	If the authorization server does not provide support for such clients or does not provide guidance with regard to their registration, the client SHOULD register
rfc6749#2.2#064c509f	MUST NOT	The client identifier is not a secret; it is exposed to the resource owner and MUST NOT be used alone for client authentication.
rfc6749#2.2#da74fbb8	SHOULD	The authorization server SHOULD document the size of any identifier it issues.
rfc6749#2.3.2#32ff2ae9	MUST	When using other authentication methods, the authorization server MUST define a mapping between the client identifier (registration record) and authentication s
rfc6749#3.1.1#00ec783f	MUST	The value MUST be one of "code" for requesting an authorization code as described by Section 4.1.1, "token" for requesting an access token (implicit grant) as d
rfc6749#3.1.1#b261c7f4	MUST	If an authorization request is missing the "response_type" parameter, or if the response type is not understood, the authorization server MUST return an error r
rfc6749#3.2.1#25aa19e0	MUST	Confidential clients or other clients issued client credentials MUST authenticate with the authorization server as described in Section 2.3 when making requests
rfc6749#3.2.1#27720e9f	MUST	Confidential clients or other clients issued client credentials MUST authenticate with the authorization server as described in Section 2.3 when making requests
rfc6749#3.2.1#73d36e6e	MUST	In the "authorization_code" "grant_type" request to the token endpoint, an unauthenticated client MUST send its "client_id" to prevent itself from inadvertently
rfc6749#3.2.1#78dfd839	MUST	Confidential clients or other clients issued client credentials MUST authenticate with the authorization server as described in Section 2.3 when making requests
rfc6749#3.2.1#84dd07cb	MUST	Confidential clients or other clients issued client credentials MUST authenticate with the authorization server as described in Section 2.3 when making requests
rfc6749#3.3#2e348962	SHOULD	The authorization server SHOULD document its scope requirements and default value (if defined).
rfc6749#3.3#445806b1	MUST	If the client omits the scope parameter when requesting authorization, the authorization server MUST either process the request using a pre-defined default valu
rfc6749#3.3#cbdd0232	MUST	If the issued access token scope is different from the one requested by the client, the authorization server MUST include the "scope" response parameter to info
rfc6749#4.2.1#32138854	MUST	The authorization server MUST verify that the redirection URI to which it will redirect the access token matches a redirection URI registered by the client as d
rfc6749#4.2.1#5235952a	MUST	Value MUST be set to "token".
rfc6749#4.2.1#df00629b	SHOULD	The parameter SHOULD be used for preventing cross-site request forgery as described in Section 10.12.
rfc6749#4.2.2#027d9f9f	SHOULD	If omitted, the authorization server SHOULD provide the expiration time via other means or document the default value.
rfc6749#4.2.2#1f39ccd3	MUST	The client MUST ignore unrecognized response parameters.
