req_id	spec	section	strength	all_strengths	section_title	text
oidc-core-1_0#5.1#9ed5687e	oidc-core-1_0	5.1	SHOULD	SHOULD	Standard Claims	The contents of this Web | | | | page SHOULD be about the | | | | End-User. | | | | | | picture | string | URL of the End-User's profile | | | | picture.
oidc-core-1_0#5.1#74b8a3b7	oidc-core-1_0	5.1	MUST	MUST	Standard Claims	This URL MUST refer to | | | | an image file (for example, a | | | | PNG, JPEG, or GIF image file), | | | | rather than to a Web page | | | | containing an image.
oidc-core-1_0#5.1#ed89cd59	oidc-core-1_0	5.1	SHOULD	SHOULD	Standard Claims	Note that | | | | this URL SHOULD specifically | | | | reference a profile photo of | | | | the End-User suitable for | | | | displaying when describing the | | | | End-User, rather than an | | | | arbitrary photo taken by the | | | | End-User. | | | | | | website | string | URL of the End-User's Web page | | | | or blog.
oidc-core-1_0#5.1#463b89ed	oidc-core-1_0	5.1	SHOULD	SHOULD	Standard Claims	This Web page SHOULD | | | | contain information published | | | | by the End-User or an | | | | organization that the End-User | | | | is affiliated with. | | | | | | email | string | End-User's preferred e-mail | | | | address.
oidc-core-1_0#5.1#96e3b632	oidc-core-1_0	5.1	MUST	MUST	Standard Claims	Its value MUST conform | | | | to the RFC 5322 [RFC5322] | | | | addr-spec syntax.
oidc-core-1_0#5.1#a4912a68	oidc-core-1_0	5.1	MUST	MUST	Standard Claims	The RP MUST | | | | NOT rely upon this value being | | | | unique, as discussed in | | | | Section 5.7. | | | | |.
oidc-core-1_0#5.1#f3a04062	oidc-core-1_0	5.1	SHOULD	SHOULD	Standard Claims	E.164 [E.164] is | | | | RECOMMENDED as the format of | | | | this Claim, for example, "+1 | | | | (425) 555-1212" or "+56 (2) 687 | | | | 2400".
oidc-core-1_0#5.1#f36bdcfe	oidc-core-1_0	5.1	SHOULD	SHOULD	Standard Claims	If the phone number | | | | contains an extension, it is | | | | RECOMMENDED that the extension | | | | be represented using the RFC | | | | 3966 [RFC3966] extension | | | | syntax, for example, "+1 (604) | | | | 555-1234;ext=5678". | | | | |.
oidc-core-1_0#5.1#d674029b	oidc-core-1_0	5.1	MUST	MUST	Standard Claims	When true, the | | | | "phone_number" Claim MUST be in | | | | E.164 format and any extensions | | | | MUST be represented in RFC 3966 | | | | format. | | | | | | address | JSON | End-User's preferred postal | | | object | address.
oidc-core-1_0#5.1.1#7e5119e2	oidc-core-1_0	5.1.1	SHOULD	SHOULD	Address Claim	If both variants are returned, they SHOULD represent the same address, with the formatted address indicating how the component fields are combined.
oidc-core-1_0#5.1.2#dfb1decc	oidc-core-1_0	5.1.2	SHOULD	SHOULD	Additional Claims	When using such Claims, it is RECOMMENDED that collision-resistant names be used for the Claim Names, as described in the JSON Web Token (JWT) [JWT] specification.
oidc-core-1_0#5.2#40cae409	oidc-core-1_0	5.2	SHOULD	SHOULD	Claims Languages and Scripts	Per the recommendations in BCP47, language tag values for Claims SHOULD only be as specific as necessary.
oidc-core-1_0#5.2#17c8565e	oidc-core-1_0	5.2	SHOULD	SHOULD	Claims Languages and Scripts	Where possible, OPs SHOULD try to match requested Claim locales with Claims it has.
oidc-core-1_0#5.2#cd0b4cd8	oidc-core-1_0	5.2	SHOULD NOT	SHOULD NOT	Claims Languages and Scripts	An error SHOULD NOT result if some or all of the requested locales are not supported by the OpenID Provider.
oidc-core-1_0#5.2#d5836e48	oidc-core-1_0	5.2	SHOULD	SHOULD	Claims Languages and Scripts	requesting Claims in only one set of languages and scripts, it is RECOMMENDED that OPs return Claims without language tags when they employ this language and script.
oidc-core-1_0#5.2#f8ab3965	oidc-core-1_0	5.2	SHOULD	SHOULD	Claims Languages and Scripts	It is also RECOMMENDED that Clients be written in a manner that they can handle and utilize Claims using language tags.
oidc-core-1_0#5.3#40ab968c	oidc-core-1_0	5.3	MUST	MUST	UserInfo Endpoint	Communication with the UserInfo Endpoint MUST utilize TLS.
oidc-core-1_0#5.3#108c67f8	oidc-core-1_0	5.3	MUST	MUST	UserInfo Endpoint	The UserInfo Endpoint MUST support the use of the HTTP "GET" and HTTP "POST" methods defined in RFC 7231 [RFC7231].
oidc-core-1_0#5.3#570a5b77	oidc-core-1_0	5.3	MUST	MUST	UserInfo Endpoint	The UserInfo Endpoint MUST accept Access Tokens as OAuth 2.0 Bearer Token Usage [RFC6750].
oidc-core-1_0#5.3#1ea97288	oidc-core-1_0	5.3	SHOULD	SHOULD	UserInfo Endpoint	The UserInfo Endpoint SHOULD support the use of Cross-Origin Resource Sharing (CORS) [CORS] and/or other methods as appropriate to enable JavaScript Clients and other Browser-Based Clients to access it.
oidc-core-1_0#5.3.1#480a9a76	oidc-core-1_0	5.3.1	MUST	MUST	UserInfo Request	The Access Token obtained from an OpenID Connect Authentication Request MUST be sent as a Bearer Token, per Section 2 of OAuth 2.0 Bearer Token Usage [RFC6750].
oidc-core-1_0#5.3.1#22b38987	oidc-core-1_0	5.3.1	SHOULD	SHOULD	UserInfo Request	It is RECOMMENDED that the request use the HTTP "GET" method and the Access Token be sent using the "Authorization" header field.
oidc-core-1_0#5.3.2#55aba6d3	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	The UserInfo Claims MUST be returned as the members of a JSON object unless a signed or encrypted response was requested during Client Registration.
oidc-core-1_0#5.3.2#9acc1f9a	oidc-core-1_0	5.3.2	SHOULD	SHOULD,SHOULD NOT	Successful UserInfo Response	If a Claim is not returned, that Claim Name SHOULD be omitted from the JSON object representing the Claims; it SHOULD NOT be present with a null or empty string value.
oidc-core-1_0#5.3.2#cfbb6557	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	The "sub" (subject) Claim MUST always be returned in the UserInfo Response.
oidc-core-1_0#5.3.2#20bad9c4	oidc-core-1_0	5.3.2	MUST	MUST,MUST NOT	Successful UserInfo Response	The "sub" Claim in the UserInfo Response MUST be verified to exactly match the "sub" Claim in the ID Token; if they do not match, the UserInfo Response values MUST NOT be used.
oidc-core-1_0#5.3.2#20db5bb1	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	Upon receipt of the UserInfo Request, the UserInfo Endpoint MUST return the JSON Serialization of the UserInfo Response as in Section 13.3 in the HTTP response body unless a different format was specified during Registration [OpenID.Registration].
oidc-core-1_0#5.3.2#096005e2	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	The UserInfo Endpoint MUST return a content-type header to indicate which format is being returned.
oidc-core-1_0#5.3.2#1c660865	oidc-core-1_0	5.3.2	MUST	MUST,SHOULD	Successful UserInfo Response	The content-type of the HTTP response MUST be "application/json" if the response body is a text JSON object; the response body SHOULD be encoded using UTF-8.
oidc-core-1_0#5.3.2#26a951db	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	If the UserInfo Response is signed and/or encrypted, then the Claims are returned in a JWT and the content-type MUST be "application/jwt".
oidc-core-1_0#5.3.2#2d853e19	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	If both signing and encryption are requested, the response MUST be signed then encrypted, with the result being a Nested JWT, as defined in [JWT].
oidc-core-1_0#5.3.2#9a279732	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	If signed, the UserInfo Response MUST contain the Claims "iss" (issuer) and "aud" (audience) as members.
oidc-core-1_0#5.3.2#eddbe15f	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	The "iss" value MUST be the OP's Issuer Identifier URL.
oidc-core-1_0#5.3.2#3ee998a6	oidc-core-1_0	5.3.2	MUST	MUST	Successful UserInfo Response	The "aud" value MUST be or include the RP's Client ID value.
oidc-core-1_0#5.3.4#54d3b900	oidc-core-1_0	5.3.4	MUST	MUST	UserInfo Response Validation	The Client MUST validate the UserInfo Response as follows:
oidc-core-1_0#5.3.4#2cd94bdc	oidc-core-1_0	5.3.4	MUST	MUST	UserInfo Response Validation	The Client MUST validate the UserInfo Response as follows: 1. Verify that the OP that responded was the intended OP through a TLS server certificate check, per RFC 6125 [RFC6125].
oidc-core-1_0#5.3.4#2d12deae	oidc-core-1_0	5.3.4	MUST	MUST	UserInfo Response Validation	The Client MUST validate the UserInfo Response as follows: 2. If the Client has provided a "userinfo_encrypted_response_alg" parameter during Registration, decrypt the UserInfo Response using the keys specified during Registration.
oidc-core-1_0#5.3.4#f7b69415	oidc-core-1_0	5.3.4	SHOULD	SHOULD	UserInfo Response Validation	If the response was signed, the Client SHOULD validate the signature according to JWS [JWS].
oidc-core-1_0#5.5#0dc2562c	oidc-core-1_0	5.5	SHOULD	SHOULD	Requesting Claims using the "claims" Request Parameter	Should an OP not support this parameter and an RP uses it, the OP SHOULD return a set of Claims to the RP that it believes would be useful to the RP and the End-User using whatever heuristics it believes are appropriate.
oidc-core-1_0#5.5#b8761001	oidc-core-1_0	5.5	MUST	MUST	Requesting Claims using the "claims" Request Parameter	When the "userinfo" member is used, the request MUST also use a "response_type" value that results in an Access Token being issued to the Client for use at the UserInfo Endpoint.
oidc-core-1_0#5.5#5d72f69c	oidc-core-1_0	5.5	MUST	MUST	Requesting Claims using the "claims" Request Parameter	Any members used that are not understood MUST be ignored.
oidc-core-1_0#5.5.1#adb6c4fd	oidc-core-1_0	5.5.1	MUST	MUST	Individual Claims Requests	The member values MUST be one of the following:
oidc-core-1_0#5.5.1#3b9496a9	oidc-core-1_0	5.5.1	MUST NOT	MUST NOT	Individual Claims Requests	Note that even if the Claims are not available because the End- User did not authorize their release or they are not present, the Authorization Server MUST NOT generate an error when Claims are not returned, whether they are Essential or Voluntary, unless otherwise specified in the description of the specific claim.
oidc-core-1_0#5.5.1#5604248f	oidc-core-1_0	5.5.1	MUST	MUST	Individual Claims Requests	The value of the "value" member MUST be a valid value for the Claim being requested.
oidc-core-1_0#5.5.1#85da9f7f	oidc-core-1_0	5.5.1	MUST	MUST	Individual Claims Requests	If the Claim was "sub", a mismatch MUST cause the authentication to fail, as described in Section 3.1.2.2.
oidc-core-1_0#5.5.1#ee464249	oidc-core-1_0	5.5.1	MUST	MUST	Individual Claims Requests	The values in the "values" member array MUST be valid values for the Claim being requested.
oidc-core-1_0#5.5.1#5d72f69c	oidc-core-1_0	5.5.1	MUST	MUST	Individual Claims Requests	Any members used that are not understood MUST be ignored.
oidc-core-1_0#5.5.1.1#70c2c2fc	oidc-core-1_0	5.5.1.1	MUST	MUST	Requesting the "acr" Claim	If the "acr" Claim is requested as an Essential Claim for the ID Token with a "value" or "values" parameter requesting specific Authentication Context Class Reference values and the implementation supports the "claims" parameter, the Authorization Server MUST return an "acr" Claim Value that matches one of the requested values.
oidc-core-1_0#5.5.1.1#81291e5d	oidc-core-1_0	5.5.1.1	MUST	MUST	Requesting the "acr" Claim	If this is an Essential Claim and the requirement cannot be met, then the Authorization Server MUST treat that outcome as a failed authentication attempt.
oidc-core-1_0#5.5.1.1#cbc7484d	oidc-core-1_0	5.5.1.1	SHOULD	SHOULD	Requesting the "acr" Claim	If the Claim is not Essential and a requested value cannot be provided, the Authorization Server SHOULD return the session's current "acr" as the value of the "acr" Claim.
oidc-core-1_0#5.5.2#ec0faaec	oidc-core-1_0	5.5.2	SHOULD	SHOULD	Languages and Scripts for Individual Claims	If an OP receives a request for human-readable Claims in a language and script that it does not have, any versions of those Claims returned that do not use the requested language and script SHOULD use a language tag in the Claim Name.
oidc-core-1_0#5.6#191de04b	oidc-core-1_0	5.6	MUST	MUST	Claim Types	Normal Claims MUST be supported.
oidc-core-1_0#5.6.2#2b24bcf3	oidc-core-1_0	5.6.2	MUST	MUST	Aggregated and Distributed Claims	Aggregated Claims JSON object that MUST contain the "JWT" member whose value is a JWT [JWT] that MUST contain all the Claims in the "_claim_names" object that references the corresponding "_claim_sources" member.
oidc-core-1_0#5.6.2#5d72f69c	oidc-core-1_0	5.6.2	MUST	MUST	Aggregated and Distributed Claims	Any members used that are not understood MUST be ignored.
oidc-core-1_0#5.6.2#7f310fb6	oidc-core-1_0	5.6.2	SHOULD NOT	SHOULD NOT	Aggregated and Distributed Claims	The JWT SHOULD NOT contain a "sub" (subject) Claim unless its value is an identifier for the End-User at the Claims Provider (and not for the OpenID Provider or another party); this typically means that a "sub" Claim SHOULD NOT be provided.
oidc-core-1_0#5.6.2#cdd5b87b	oidc-core-1_0	5.6.2	MUST	MUST	Aggregated and Distributed Claims	The endpoint URL MUST return the Claim as a JWT.
oidc-core-1_0#5.6.2#86ccaca0	oidc-core-1_0	5.6.2	SHOULD	SHOULD	Aggregated and Distributed Claims	Claims SHOULD be requested using.
oidc-core-1_0#5.6.2#408d2c58	oidc-core-1_0	5.6.2	MUST	MUST	Aggregated and Distributed Claims	the Authorization Request header field and Claims Providers MUST support this method.
oidc-core-1_0#5.6.2#573a968b	oidc-core-1_0	5.6.2	MUST	MUST	Aggregated and Distributed Claims	Since it is not an error condition to not return a requested Claim, RPs MUST be prepared to handle the condition that some Claims listed in "_claim_sources" are not returned from the Claims Provider.
oidc-core-1_0#5.6.2#97b34f2f	oidc-core-1_0	5.6.2	SHOULD	SHOULD	Aggregated and Distributed Claims	They SHOULD treat this the same as when any other requested Claim is not returned.
oidc-core-1_0#5.6.2#61d96897	oidc-core-1_0	5.6.2	SHOULD NOT	SHOULD NOT	Aggregated and Distributed Claims	A "sub" (subject) Claim SHOULD NOT be returned from the Claims Provider unless its value is an identifier for the End-User at the Claims Provider (and not for the OpenID Provider or another party); this typically means that a "sub" Claim SHOULD NOT be provided.
oidc-core-1_0#5.6.2#05a93320	oidc-core-1_0	5.6.2	SHOULD	SHOULD	Aggregated and Distributed Claims	An "iss" (issuer) Claim SHOULD be included in any JWT issued by a Claims Provider so that the Claims Provider's keys can be retrieved for signature validation of the JWT.
oidc-core-1_0#5.7#26ebcfb7	oidc-core-1_0	5.7	MUST	MUST	Claim Stability and Uniqueness	The "sub" (subject) and "iss" (issuer) Claims from the ID Token, used together, are the only Claims that an RP can rely upon as a stable identifier for the End-User, since the "sub" Claim MUST be locally unique and never reassigned within the Issuer for a particular End-.
oidc-core-1_0#5.7#7e61149c	oidc-core-1_0	5.7	MUST NOT	MUST NOT	Claim Stability and Uniqueness	Therefore, other Claims such as "email", "phone_number", "preferred_username", and "name" MUST NOT be used as unique identifiers for the End-User, whether obtained from the ID Token or the UserInfo Endpoint.
oidc-core-1_0#6#86a1987e	oidc-core-1_0	6	MUST	MUST	Passing Request Parameters as JWTs	This URL MUST use the "https" scheme unless the target Request Object is signed in a way that is verifiable by the OP.
oidc-core-1_0#6#e9292153	oidc-core-1_0	6	MUST NOT	MUST NOT	Passing Request Parameters as JWTs	If one of these parameters is used, the other MUST NOT be used in the same request.
oidc-core-1_0#6.1#622ffb62	oidc-core-1_0	6.1	MUST	MUST	Passing a Request Object by Value	Should an OP not support this parameter and an RP uses it, the OP MUST return the "request_not_supported" error.
oidc-core-1_0#6.1#37710722	oidc-core-1_0	6.1	MUST	MUST	Passing a Request Object by Value	So that the request is a valid OAuth 2.0 Authorization Request, values for the "response_type" and "client_id" parameters MUST be included using the OAuth 2.0 request syntax, since they are REQUIRED by OAuth 2.0.
oidc-core-1_0#6.1#78570752	oidc-core-1_0	6.1	MUST	MUST	Passing a Request Object by Value	The values for these parameters MUST match those in the Request Object, if present.
oidc-core-1_0#6.1#e39185c9	oidc-core-1_0	6.1	MUST	MUST	Passing a Request Object by Value	Even if a "scope" parameter is present in the Request Object value, a "scope" parameter MUST always be passed using the OAuth 2.0 request syntax containing the "openid" scope value to indicate to the underlying OAuth 2.0 logic that this is an OpenID Connect request.
oidc-core-1_0#6.1#2fd97182	oidc-core-1_0	6.1	SHOULD	SHOULD	Passing a Request Object by Value	If signed, the Request Object SHOULD contain the Claims "iss" (issuer) and "aud" (audience) as members.
oidc-core-1_0#6.1#d4ec4240	oidc-core-1_0	6.1	SHOULD	SHOULD	Passing a Request Object by Value	The "iss" value SHOULD be the Client ID of the RP, unless it was signed by a different party than the RP.
oidc-core-1_0#6.1#1cdce333	oidc-core-1_0	6.1	SHOULD	SHOULD	Passing a Request Object by Value	The "aud" value SHOULD be or include the OP's Issuer Identifier URL.
oidc-core-1_0#6.1#b48cd7ad	oidc-core-1_0	6.1	MUST	MUST	Passing a Request Object by Value	If both signing and encryption are performed, it MUST be signed then encrypted, with the result being a Nested JWT, as defined in [JWT].
oidc-core-1_0#6.1#36c6e7a1	oidc-core-1_0	6.1	MUST NOT	MUST NOT	Passing a Request Object by Value	"request" and "request_uri" parameters MUST NOT be included in Request Objects.
oidc-core-1_0#6.2#43e6b978	oidc-core-1_0	6.2	MUST	MUST	Passing a Request Object by Reference	Should an OP not support this parameter and an RP uses it, the OP MUST return the "request_uri_not_supported" error.
oidc-core-1_0#6.2#37710722	oidc-core-1_0	6.2	MUST	MUST	Passing a Request Object by Reference	So that the request is a valid OAuth 2.0 Authorization Request, values for the "response_type" and "client_id" parameters MUST be included using the OAuth 2.0 request syntax, since they are REQUIRED by OAuth 2.0.
oidc-core-1_0#6.2#78570752	oidc-core-1_0	6.2	MUST	MUST	Passing a Request Object by Reference	The values for these parameters MUST match those in the Request Object, if present.
oidc-core-1_0#6.2#1d64a68f	oidc-core-1_0	6.2	MUST	MUST	Passing a Request Object by Reference	Even if a "scope" parameter is present in the referenced Request Object, a "scope" parameter MUST always be passed using the OAuth 2.0 request syntax containing the "openid" scope value to indicate to the underlying OAuth 2.0 logic that this is an OpenID Connect request.
oidc-core-1_0#6.2#61b2f861	oidc-core-1_0	6.2	SHOULD	SHOULD	Passing a Request Object by Reference	If the contents of the referenced resource could ever change, the URI SHOULD include the base64url-encoded SHA-256 hash of the referenced resource contents as the fragment component of the URI.
oidc-core-1_0#6.2#25e2e47d	oidc-core-1_0	6.2	SHOULD NOT	SHOULD NOT	Passing a Request Object by Reference	The entire Request URI SHOULD NOT exceed 512 ASCII characters.
oidc-core-1_0#6.2#daaf7257	oidc-core-1_0	6.2	MUST	MUST	Passing a Request Object by Reference	The contents of the resource referenced by the URL MUST be a Request Object.
oidc-core-1_0#6.2#1c5af705	oidc-core-1_0	6.2	MUST	MUST	Passing a Request Object by Reference	The scheme used in the "request_uri" value MUST be "https", unless the target Request Object is signed in a way that is verifiable by the Authorization Server.
oidc-core-1_0#6.2#231f6e63	oidc-core-1_0	6.2	MUST	MUST,SHOULD	Passing a Request Object by Reference	The "request_uri" value MUST be reachable by the Authorization Server and SHOULD be reachable by the Client.
oidc-core-1_0#6.2.1#8af5d07c	oidc-core-1_0	6.2.1	MUST NOT	MUST NOT	URI Referencing the Request Object	If the Request Object includes requested values for Claims, it MUST NOT be revealed to anybody but the Authorization Server.
oidc-core-1_0#6.2.1#9b7c91d1	oidc-core-1_0	6.2.1	MUST	MUST	URI Referencing the Request Object	As such, the "request_uri" MUST have appropriate entropy for its lifetime.
oidc-core-1_0#6.2.1#29f5c203	oidc-core-1_0	6.2.1	SHOULD	SHOULD	URI Referencing the Request Object	It is RECOMMENDED that it be removed if it is known that it will not be used again or after a reasonable timeout unless access control measures are taken.
oidc-core-1_0#6.2.3#3acfbef0	oidc-core-1_0	6.2.3	MUST	MUST	Authorization Server Fetches Request Object	Upon receipt of the Request, the Authorization Server MUST send an HTTP "GET" request to the "request_uri" to retrieve the referenced Request Object, unless it is already cached, and parse it to recreate the Authorization Request parameters.
oidc-core-1_0#6.2.3#bd292060	oidc-core-1_0	6.2.3	SHOULD	SHOULD	Authorization Server Fetches Request Object	Note that the RP SHOULD use a unique URI for each request utilizing distinct parameters, or otherwise prevent the Authorization Server from caching the "request_uri".
oidc-core-1_0#6.3.1#e09d24c9	oidc-core-1_0	6.3.1	MUST	MUST	Encrypted Request Object	The Authorization Server MUST decrypt the JWT in accordance with the JSON Web Encryption [JWE] specification.
oidc-core-1_0#6.3.1#62ccf90e	oidc-core-1_0	6.3.1	MUST	MUST	Encrypted Request Object	In the former case, signature validation MUST be performed as defined in Section 6.3.2.
oidc-core-1_0#6.3.1#8ca20d9b	oidc-core-1_0	6.3.1	MUST	MUST	Encrypted Request Object	The Authorization Server MUST return an error if decryption fails.
oidc-core-1_0#6.3.2#3b6e8e5f	oidc-core-1_0	6.3.2	MUST	MUST	Signed Request Object	To perform Signature Validation, the "alg" Header Parameter in the JOSE Header MUST match the value of the "request_object_signing_alg" set during Client Registration [OpenID.Registration] or a value that was pre-registered by other means.
oidc-core-1_0#6.3.2#fa1a1c87	oidc-core-1_0	6.3.2	MUST	MUST	Signed Request Object	The signature MUST be validated against the appropriate key for that "client_id" and algorithm.
oidc-core-1_0#6.3.2#a67fa824	oidc-core-1_0	6.3.2	MUST	MUST	Signed Request Object	The Authorization Server MUST return an error if signature validation fails.
oidc-core-1_0#6.3.3#6a62748b	oidc-core-1_0	6.3.3	MUST	MUST	Request Parameter Assembly and Validation	The Authorization Server MUST assemble the set of Authorization Request parameters to be used from the Request Object value and the OAuth 2.0 Authorization Request parameters (minus the "request" or.
oidc-core-1_0#7.2#3dfb5dbe	oidc-core-1_0	7.2	SHOULD NOT	SHOULD NOT	Self-Issued OpenID Provider Registration	The "registration" parameter SHOULD NOT be used when the OP is not a Self-Issued OP.
oidc-core-1_0#7.2#9734c0a8	oidc-core-1_0	7.2	MUST	MUST	Self-Issued OpenID Provider Registration	None of this information is REQUIRED by Self-Issued OPs, so the use of this parameter is OPTIONAL.
oidc-core-1_0#7.3#b102927d	oidc-core-1_0	7.3	MUST	MUST	Self-Issued OpenID Provider Request	Since the Client's "redirect_uri" URI value is communicated as the Client ID, a "redirect_uri" parameter is NOT REQUIRED to also be included in the request.
oidc-core-1_0#7.3#64f02aae	oidc-core-1_0	7.3	MUST NOT	MUST NOT	Self-Issued OpenID Provider Request	The entire URL MUST NOT exceed 2048 ASCII characters.
oidc-core-1_0#7.4#cea15804	oidc-core-1_0	7.4	SHOULD NOT	SHOULD NOT	Self-Issued OpenID Provider Response	Use of the "sub_jwk" Claim is NOT RECOMMENDED when the OP is not Self-Issued.
oidc-core-1_0#7.4#9c470b8e	oidc-core-1_0	7.4	MUST	MUST	Self-Issued OpenID Provider Response	This thumbprint value is computed as the SHA-256 hash of the octets of the UTF-8 representation of a JWK constructed containing only the REQUIRED members to represent the key, with the member names sorted into lexicographic order, and with no whitespace or line breaks.
oidc-core-1_0#7.4#904329af	oidc-core-1_0	7.4	MUST	MUST	Self-Issued OpenID Provider Response	No Access Token is returned for accessing a UserInfo Endpoint, so all Claims returned MUST be in the ID Token.
oidc-core-1_0#7.5#9ab45033	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	To validate the ID Token received, the Client MUST do the following:
oidc-core-1_0#7.5#101e9074	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	The Client MUST validate that the value of the "iss" (issuer) Claim is "https://self-issued.me".
oidc-core-1_0#7.5#39e1b58a	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	If "iss" contains a different value, the ID Token is not Self-Issued, and instead it MUST be validated according to Section 3.1.3.7.
oidc-core-1_0#7.5#3393de96	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	The Client MUST validate that the "aud" (audience) Claim contains the value of the "redirect_uri" that the Client sent in the Authentication Request as an audience.
oidc-core-1_0#7.5#34e3abd3	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	The Client MUST validate the signature of the ID Token according to JWS [JWS] using the algorithm specified in the "alg" Header Parameter of the JOSE Header, using the key in the "sub_jwk" Claim; the key is a bare key in JWK format (not an X.509 certificate value).
oidc-core-1_0#7.5#1ed89df1	oidc-core-1_0	7.5	SHOULD	SHOULD	Self-Issued ID Token Validation	The "alg" value SHOULD be the default of "RS256".
oidc-core-1_0#7.5#d9bed7d1	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	The Client MUST validate that the "sub" Claim value is the base64url-encoded representation of the thumbprint of the key in the "sub_jwk" Claim, as specified in Section 7.4.
oidc-core-1_0#7.5#a2164d1d	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	The current time MUST be before the time represented by the "exp" Claim (possibly allowing for some small leeway to account for clock skew).
oidc-core-1_0#7.5#c2089247	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	To validate the ID Token received, the Client MUST do the following: 7. The "iat" Claim can be used to reject tokens that were issued too far away from the current time, limiting the amount of time that nonces need to be stored to prevent attacks. The acceptable range is Client specific.
oidc-core-1_0#7.5#dfb6eb47	oidc-core-1_0	7.5	MUST	MUST	Self-Issued ID Token Validation	8. A "nonce" Claim MUST be present and its value checked to verify that it is the same value as the one that was sent in the Authentication Request.
oidc-core-1_0#7.5#416bc4d8	oidc-core-1_0	7.5	SHOULD	SHOULD	Self-Issued ID Token Validation	The Client SHOULD check the "nonce" value for replay attacks.
oidc-core-1_0#8#ddb756f2	oidc-core-1_0	8	MUST	MUST	Subject Identifier Types	The OpenID Provider's Discovery document MUST list its supported Subject Identifier types in the "subject_types_supported" element.
oidc-core-1_0#8.1#49ab2763	oidc-core-1_0	8.1	MUST	MUST	Pairwise Identifier Algorithm	When pairwise Subject Identifiers are used, the OpenID Provider MUST calculate a unique "sub" (subject) value for each Sector Identifier.
oidc-core-1_0#8.1#76195b60	oidc-core-1_0	8.1	MUST NOT	MUST NOT	Pairwise Identifier Algorithm	The Subject Identifier value MUST NOT be reversible by any party other than the OpenID Provider.
oidc-core-1_0#8.1#c091eafb	oidc-core-1_0	8.1	SHOULD	SHOULD	Pairwise Identifier Algorithm	Providers that use pairwise "sub" values and support Dynamic Client Registration [OpenID.Registration] SHOULD use the "sector_identifier_uri" parameter.
oidc-core-1_0#8.1#839b1240	oidc-core-1_0	8.1	MUST	MUST	Pairwise Identifier Algorithm	If there are multiple hostnames in the registered "redirect_uris", the Client MUST register a "sector_identifier_uri".
oidc-core-1_0#8.1#a6c7b75f	oidc-core-1_0	8.1	MUST	MUST	Pairwise Identifier Algorithm	The value of the "sector_identifier_uri" MUST be a URL.
oidc-core-1_0#8.1#23ad484a	oidc-core-1_0	8.1	MUST	MUST	Pairwise Identifier Algorithm	The values of the registered "redirect_uris" MUST be included in the elements of the array.
oidc-core-1_0#8.1#03a456e5	oidc-core-1_0	8.1	MUST NOT	MUST NOT	Pairwise Identifier Algorithm	o The Subject Identifier value MUST NOT be reversible by any party other than the OpenID Provider.
oidc-core-1_0#8.1#aa6df355	oidc-core-1_0	8.1	MUST	MUST	Pairwise Identifier Algorithm	o Distinct Sector Identifier values MUST result in distinct Subject Identifier values.
oidc-core-1_0#8.1#59c81e9b	oidc-core-1_0	8.1	MUST	MUST	Pairwise Identifier Algorithm	o The algorithm MUST be deterministic.
oidc-core-1_0#9#22c643ca	oidc-core-1_0	9	MUST	MUST	Client Authentication	The JWT MUST contain the following REQUIRED Claim Values and MAY contain the following OPTIONAL Claim Values:
oidc-core-1_0#9#538fd92d	oidc-core-1_0	9	MUST	MUST	Client Authentication	This MUST contain the "client_id" of the OAuth Client.
oidc-core-1_0#9#641d2462	oidc-core-1_0	9	MUST	MUST	Client Authentication	The Authorization Server MUST verify that it is an intended audience for the token.
oidc-core-1_0#9#4ab75c6e	oidc-core-1_0	9	SHOULD	SHOULD	Client Authentication	The Audience SHOULD be the URL of the Authorization Server's Token Endpoint.
oidc-core-1_0#9#69147099	oidc-core-1_0	9	MUST	MUST	Client Authentication	These tokens MUST only be used once, unless conditions for reuse were negotiated between the parties; any such negotiation is beyond the scope of this specification.
oidc-core-1_0#9#85563785	oidc-core-1_0	9	MUST NOT	MUST NOT	Client Authentication	Expiration time on or after which the JWT MUST NOT be accepted for processing.
oidc-core-1_0#9#ba3b1ef3	oidc-core-1_0	9	MUST	MUST	Client Authentication	Any Claims used that are not understood MUST be ignored.
